name,platform,r-date,score,user score,developer,genre,players,critics,users
Viewtiful Joe 2,PlayStation2,"December 7, 2004",85,7.6,CloverStudio,"Action,Beat-'Em-Up",1 Player,29,25
Tony Hawk's Underground,Xbox,"October 27, 2003",85,8.4,NeversoftEntertainment,"Sports,Alternative,Skateboarding",1-2 ,33,32
WWE SmackDown! Here Comes the Pain,PlayStation2,"October 27, 2003",85,8.9,Yuke's,"Action,Fighting,Wrestling",1-6 ,27,221
Tony Hawk's Pro Skater 4,GameBoyAdvance,"October 28, 2002",85,7.0,VicariousVisions,"Sports,Alternative,Skateboarding",1-4 ,13,5
Hot Shots Golf 3,PlayStation2,"March 11, 2002",85,8.0,ClapHanz,"Sports,Traditional,Golf,Arcade",1-4 ,30,19
Monopoly Tycoon,PC,"September 24, 2001",85,7.7,DeepRed,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1-4 ,10,32
FIFA 2001 Major League Soccer,PlayStation,"November 14, 2000",85,7.0,EASports,"Sports,Traditional,Soccer,Sim",No info,10,9
Indigo Prophecy,PC,"September 20, 2005",85,8.3,QuanticDream,"Adventure,3D,Modern,Third-Person,Modern",No Online Multiplayer,41,453
Prince of Persia: The Two Thrones,PC,"December 1, 2005",85,8.0,Ubisoft,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer,29,373
Sam & Max Episode 204: Chariots of the Dogs,PC,"March 13, 2008",85,7.1,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",No Online Multiplayer,23,15
Marvel vs. Capcom 3: Fate of Two Worlds,Xbox360,"February 15, 2011",85,7.1,Capcom,"Action,Fighting,Fighting,2D,2D",Up to 8 ,77,174
Assetto Corsa,PC,"December 19, 2014",85,8.4,KunosSimulazioni,"Driving,General,GT / Street,Racing,Simulation,Automobile",Online Multiplayer,17,346
Ys VIII: Lacrimosa of DANA,PlayStation4,"September 12, 2017",85,8.4,Falcom,"Role-Playing,Action RPG",No Online Multiplayer,39,235
Machinarium,PC,"October 16, 2009",85,8.7,AmanitaDesign,"Adventure,General,Third-Person,General,Point-and-Click,Sci-Fi",No Online Multiplayer,47,649
Nioh 2,PlayStation4,"March 13, 2020",85,7.9,TeamNinja,"Role-Playing,Action RPG",Up to 3 ,91,872
Frozen Synapse,PC,"May 26, 2011",85,7.5,Mode7Games,"Strategy,Turn-Based,General,Modern,Tactics",2 ,27,201
Champions of Norrath,PlayStation2,"February 10, 2004",85,8.2,SnowblindStudios,"Role-Playing,Action RPG",1-4 ,51,79
F1 2016,XboxOne,"August 19, 2016",85,7.9,Codemasters,"Racing,Simulation,Automobile",Up to 22 ,14,41
Valkyria Chronicles,PC,"November 11, 2014",85,8.2,Sega,"General,Historic,Strategy,Turn-Based,Tactics",No Online Multiplayer,24,373
Freelancer,PC,"March 3, 2003",85,8.9,DigitalAnvil,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",1-32 ,39,231
Guitar Hero 5,Xbox360,"September 1, 2009",85,6.9,NeversoftEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",8  Online,69,112
Bayonetta & Vanquish,PlayStation4,"February 18, 2020",85,7.9,PlatinumGames,"Miscellaneous,Compilation",No Online Multiplayer,38,248
Zenzizenzic,PC,"July 23, 2015",85,6.1,RuudKoorevaar,"Action,General",No info,13,19
NBA Jam: On Fire Edition,Xbox360,"October 5, 2011",85,7.5,EASports,"Sports,Traditional,Team,Basketball,Arcade,Arcade",No info,20,33
Galactic Civilizations III: Crusade,PC,"May 4, 2017",85,6.9,Stardock,"Strategy,Turn-Based,4X",No info,10,20
The Wolf Among Us: Episode 1 - Faith,PC,"October 11, 2013",85,8.9,TelltaleGames,"Action Adventure,Adventure,Fantasy,General,Fantasy,Point-and-Click",No Online Multiplayer,45,820
Final Fantasy IV Advance,GameBoyAdvance,"December 12, 2005",85,8.4,TOSE,"Role-Playing,Console-style RPG",1 Player,30,61
SteamWorld Dig 2,PC,"September 22, 2017",85,8.3,Image&Form,"Action,Action Adventure,General,Platformer,2D",No Online Multiplayer,14,59
Robo Recall,PC,"March 1, 2017",85,7.6,EpicGames,"Action,General,Shooter,Light Gun",No Online Multiplayer,11,32
Super Stardust HD,PlayStation3,"June 28, 2007",85,8.3,Housemarque,"Action,General,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",1-2 ,21,97
Sine Mora,PlayStationVita,"November 20, 2012",85,7.2,"DigitalReality,GrasshopperManufacture","Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical,Horizontal",No info,16,86
Super Paper Mario,Wii,"April 9, 2007",85,8.1,IntelligentSystems,"Action,Role-Playing,Platformer,Platformer,Action RPG,3D,3D",No Online Multiplayer,56,578
Mega Man Legacy Collection,PC,"August 24, 2015",85,8.7,DigitalEclipse,"Miscellaneous,Compilation",No Online Multiplayer,7,89
Star Wars: Rogue Squadron,Nintendo64,"November 17, 1998",85,8.5,Factor5,"Simulation,Sci-Fi,Small Spaceship",1 Player,15,77
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,"March 10, 2010",85,8.7,Relic,"Strategy,Real-Time,Fantasy,General,Fantasy",No info,50,305
Two Point Hospital,Switch,"February 25, 2020",85,8.1,TwoPointStudios,"Simulation,Strategy,Management,Virtual,Career,Business / Tycoon",No Online Multiplayer,24,60
Far Cry 2,PC,"October 21, 2008",85,5.9,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 16 ,34,1645
Professor Layton and the Curious Village,DS,"February 10, 2008",85,8.4,Level5,"Miscellaneous,Adventure,Puzzle,Edutainment,General,Puzzle,General",No Online Multiplayer,72,202
The Walking Dead: Episode 3 - Long Road Ahead,PC,"August 29, 2012",85,8.4,TelltaleGames,"Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,24,258
AudioSurf,PC,"February 15, 2008",85,8.7,BestGameEver.com,"Action,Miscellaneous,Rhythm,Music,Music",1 Player,25,751
Final Fantasy X / X-2 HD Remaster,XboxOne,"April 16, 2019",85,6.6,Virtuos,"Miscellaneous,Compilation",No Online Multiplayer,7,34
Yakuza 0,PlayStation4,"January 24, 2017",85,8.5,RyugaGotokuStudios,"Action Adventure,Open-World",No Online Multiplayer,87,1108
Super Mario 64 DS,DS,"November 20, 2004",85,8.3,Nintendo,"Action,Platformer,Platformer,3D,3D",No Online Multiplayer,54,365
Dead Rising,Xbox360,"August 8, 2006",85,7.7,Capcom,"Action Adventure,Horror,Horror,Open-World",No Online Multiplayer,82,566
MLB The Show 17,PlayStation4,"March 28, 2017",85,6.9,SonyInteractiveEntertainment,"Sports,Team,Baseball,Sim",Online Multiplayer,45,155
BattleBlock Theater,PC,"May 15, 2014",85,7.9,TheBehemoth,"Action,Platformer,2D",Online Multiplayer,17,268
Dragon Ball FighterZ,PC,"January 26, 2018",85,7.5,ArcSystemWorks,"Action,Fighting,2D",2 ,9,168
Star Wars: Knights of the Old Republic II - The Sith Lords,PC,"February 8, 2005",85,8.5,ObsidianEntertainment,"Role-Playing,Third-Person,Third-Person,General",No Online Multiplayer,31,846
Destiny 2,PlayStation4,"September 6, 2017",85,5.0,Bungie,"Action,Shooter,First-Person,Arcade",Up to 12 ,95,2378
AMID EVIL,PC,"June 20, 2019",85,7.1,Indefatigable,"Action Adventure,General",No Online Multiplayer,9,64
Mario Kart 7,3DS,"December 4, 2011",85,8.2,"RetroStudios,EntertainmentAnalysis&DevelopmentDivision","Driving,Racing,Arcade,Kart,Kart,Automobile",Up to 8 ,73,819
Prince of Persia: The Two Thrones,Xbox,"December 1, 2005",85,8.1,Ubisoft,"Action Adventure,Fantasy",1 Player,46,34
Halo: The Master Chief Collection,XboxOne,"November 11, 2014",85,7.6,343Industries,"Miscellaneous,Compilation,Action,Shooter,First-Person,Sci-Fi,Arcade",Up to 16 ,69,1601
Batman: The Enemy Within - Episode 5: Same Stitch,PC,"March 26, 2018",85,7.5,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,15,87
NCAA Football 11,PlayStation3,"July 13, 2010",85,7.5,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",2  Online,22,27
MVP Baseball 2005,PC,"February 22, 2005",85,7.4,EASports,"Sports,Traditional,Team,Baseball,Sim,Sim",2  Online,11,19
Phantasy Star Online Episode I & II,GameCube,"October 29, 2002",85,8.4,SonicTeam,"Role-Playing,Massively Multiplayer Online,Sci-Fi",1-4 ,31,78
Assault Android Cactus,PlayStation4,"March 8, 2016",85,6.3,WitchBeam,"General,Scrolling,Action,Shooter,Shoot-'Em-Up,Top-Down",No info,20,43
Persona 4 Arena Ultimax,Xbox360,"September 30, 2014",85,4.3,ArcSystemWorks,"Action,Fighting,2D",No info,15,210
Darksiders II,WiiU,"November 18, 2012",85,7.7,VigilGames,"Modern,Action Adventure,Fantasy,Fantasy,Open-World",1 Player,36,178
Guitar Hero: Metallica,Wii,"March 29, 2009",85,8.0,NeversoftEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",No info,20,24
Fire Emblem: Path of Radiance,GameCube,"October 17, 2005",85,8.9,IntelligentSystems,"Strategy,Turn-Based,Fantasy",1 Player,42,213
Final Fantasy XI,PlayStation2,"March 23, 2004",85,7.0,SquareEnix,"Role-Playing,Massively Multiplayer Online,Fantasy",Massively Multiplayer,49,74
Full Metal Furies,PC,"January 17, 2018",85,7.5,CellarDoorGames,"Action,Beat-'Em-Up,2D",Online Multiplayer,8,50
Super Mega Baseball,PlayStation4,"December 16, 2014",85,7.2,MetalheadSoftware,"Traditional,Sports,Team,Baseball,Arcade",No info,14,75
NASCAR Thunder 2004,Xbox,"September 16, 2003",85,7.6,EAGames,"Driving,Racing,Stock Car",1-4 ,14,18
DDRMAX: Dance Dance Revolution,PlayStation2,"October 28, 2002",85,8.7,KCET,"Miscellaneous,Rhythm,Dancing",1-2 ,21,44
NASCAR Thunder 2002,PlayStation2,"October 15, 2001",85,8.5,EASports,"Driving,Racing,Stock Car",1-4 ,17,22
NHL 2001,PlayStation2,"October 25, 2000",85,8.2,EASports,"Sports,Traditional,Ice Hockey,Sim",1-8 ,22,12
F355 Challenge,Dreamcast,"September 19, 2000",85,8.3,Sega,"Driving,Racing,GT / Street",No info,20,16
The Elder Scrolls III: Bloodmoon,PC,"June 3, 2003",85,8.3,BethesdaSoftworks,"Role-Playing,First-Person,First-Person,Western-Style",1 Player,21,124
Boom Blox,Wii,"May 6, 2008",85,8.0,EALA,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1-4 ,61,120
Madden NFL 08,Xbox360,"August 14, 2007",85,6.8,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",2  Online,46,132
Pro Evolution Soccer 2016,XboxOne,"September 15, 2015",85,6.0,Konami,"Sports,Team,Soccer,Sim",No info,14,151
Far Cry 2,PlayStation3,"October 21, 2008",85,6.6,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 16 ,49,285
Rogue Legacy,PC,"June 27, 2013",85,7.9,CellarDoorGames,"Role-Playing,General,Action,Platformer,Platformer,2D,2D",No Online Multiplayer,43,655
BattleBlock Theater,Xbox360,"April 3, 2013",85,7.8,TheBehemoth,"Action,Platformer,Platformer,2D,2D",No info,51,163
Dragon Quest Builders 2,Switch,"July 12, 2019",85,8.3,SquareEnix,"Role-Playing,General,Action Adventure,Sandbox",Up to 4 ,27,159
Castlevania: Lords of Shadow,PlayStation3,"October 5, 2010",85,8.1,MercurySteam,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,62,545
Pokemon Diamond Version,DS,"April 22, 2007",85,8.3,GameFreak,"Role-Playing,Console-style RPG,Console-style RPG,Trainer",2 ,42,494
Virtua Fighter 5,PlayStation3,"February 20, 2007",85,7.3,SegaAM2,"Action,Fighting,Fighting,3D,3D",No Online Multiplayer,47,78
Ikaruga,GameCube,"April 15, 2003",85,8.5,Treasure,"Action,Shooter,Scrolling",1-2 ,52,51
Yakuza Kiwami 2,PlayStation4,"August 28, 2018",85,8.3,"Sega,RyugaGotokuStudios","Action Adventure,Open-World",No Online Multiplayer,69,288
Thief: Deadly Shadows,PC,"May 25, 2004",85,8.3,IonStorm,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,45,300
Borderlands: The Secret Armory of General Knoxx,Xbox360,"February 23, 2010",85,8.1,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,25,60
Manifold Garden,PC,"October 20, 2020",85,7.9,WilliamChyrStudioLLC,"Action Adventure,General",No Online Multiplayer,17,35
West of Loathing,Switch,"May 31, 2018",85,8.0,AsymmetricPublications,"Role-Playing,General",No Online Multiplayer,17,57
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,PlayStation3,"May 18, 2010",85,7.8,TelltaleGames,"Miscellaneous,Adventure,General,3D,Compilation,Third-Person",No info,12,13
UFC Undisputed 3,Xbox360,"February 14, 2012",85,7.5,Yuke's,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",2 ,60,95
South Park: The Stick of Truth,PlayStation3,"March 4, 2014",85,8.4,ObsidianEntertainment,"General,Role-Playing,General",No Online Multiplayer,31,649
The Wolf Among Us: Episode 5 - Cry Wolf,Xbox360,"July 9, 2014",85,8.3,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,15,91
Rogue Legacy,PlayStation4,"July 29, 2014",85,7.7,CellarDoorGames,"Action,Platformer,Platformer,2D,2D",1 Player,22,258
Brothers: A Tale of Two Sons,PlayStation3,"September 3, 2013",85,8.6,Starbreeze,"Action Adventure,Fantasy,Fantasy,Linear",No info,15,312
Football Manager 2014,PC,"October 30, 2013",85,5.7,SportsInteractive,"Sports,Traditional,Team,Soccer,Management,Management",No info,41,290
Crash Bandicoot 4: It's About Time,PlayStation4,"October 2, 2020",85,8.4,ToysforBob,"Action,Platformer,3D",No Online Multiplayer,89,477
Age of Wonders: Planetfall,XboxOne,"August 6, 2019",85,6.5,TriumphStudios,"Strategy,Turn-Based,General",Up to 8 ,10,25
System Shock: Enhanced Edition,PC,"September 22, 2015",85,8.5,LookingGlassStudios,"Action Adventure,General",No Online Multiplayer,9,60
Metal Gear Solid: The Twin Snakes,GameCube,"March 9, 2004",85,8.9,SiliconKnights,"Action Adventure,Modern",1 Player,54,199
EverQuest: Gates of Discord,PC,"February 9, 2004",85,7.3,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,7,7
The Lord of the Rings: The Return of the King,PlayStation2,"November 5, 2003",85,8.6,EAGames,"Action,Beat-'Em-Up",1-2 ,31,162
The Sims,GameCube,"March 25, 2003",85,7.6,EdgeofReality,"Miscellaneous,Virtual Life",1-2 ,16,25
NASCAR Thunder 2003,GameCube,"September 19, 2002",85,7.0,EASports,"Driving,Racing,Stock Car",1-4 ,12,4
FIFA 2001 Major League Soccer,PC,"October 30, 2000",85,7.0,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",1-8 ,14,27
Fight Night 2004,Xbox,"April 5, 2004",85,8.2,EASports,"Sports,Traditional,Boxing",1-2 ,47,23
Wipeout: Omega Collection,PlayStation4,"June 6, 2017",85,8.0,SonyInteractiveEntertainment,"Racing,Arcade,Futuristic",Up to 8 ,53,306
Tangle Tower,Switch,"October 22, 2019",85,7.9,SFBGames,"Action,General",No Online Multiplayer,11,15
Mortal Kombat XL,PlayStation4,"March 1, 2016",85,7.7,NetherRealmStudios,"Action,Fighting,2D",Up to 10 ,12,510
Lego Star Wars II: The Original Trilogy,Xbox,"September 12, 2006",85,8.5,Traveller'sTales,"Action Adventure,Sci-Fi",1-2 ,27,20
Sid Meier's Civilization V: Brave New World,PC,"July 8, 2013",85,8.6,FiraxisGames,"Strategy,Turn-Based,Historic,Historic,4X",No info,55,679
The Warriors,Xbox,"October 17, 2005",85,8.2,RockstarToronto,"Action,Beat-'Em-Up",1-2 ,55,22
Red Faction: Guerrilla,Xbox360,"June 2, 2009",85,8.0,VolitionInc.,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 16 ,84,251
Geometry Wars 3: Dimensions,PlayStation4,"November 25, 2014",85,7.4,LucidGames,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",Up to 8 ,25,90
Ratchet & Clank,PlayStation4,"April 12, 2016",85,8.5,InsomniacGames,"Action,Platformer,3D",No Online Multiplayer,101,2024
MLB The Show 16,PlayStation4,"March 29, 2016",85,7.3,SCEASanDiegoStudios,"Sports,Team,Baseball,Arcade,Sim",No info,37,184
Valkyria Chronicles 4,PlayStation4,"September 25, 2018",85,8.0,"Sega,MediaVision","Strategy,Turn-Based,Tactics",No Online Multiplayer,46,172
Final Fantasy IV,DS,"July 21, 2008",85,8.4,MatrixSoftware,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,52,305
Marvel vs. Capcom 2,PlayStation3,"August 13, 2009",85,7.7,BackboneEntertainment,"Action,Fighting,Fighting,2D,2D",1-2 ,16,45
Steins;Gate Elite,Switch,"February 19, 2019",85,7.7,"5pb,Mages.","Action,Adventure,General,Visual Novel",No Online Multiplayer,9,59
Darkest Dungeon,Switch,"January 18, 2018",85,8.0,RedHookStudios,"Role-Playing,General",No Online Multiplayer,18,125
Mutant Mudds Collection,Switch,"December 14, 2017",85,8.3,"RenegadeKid,AtooiLLC","Action,Miscellaneous,Platformer,Compilation,2D",No Online Multiplayer,10,32
NeuroVoider,Switch,"September 7, 2017",85,7.9,FlyingOakGames,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,10,37
Mortal Kombat,PlayStationVita,"May 1, 2012",85,7.8,NetherRealmStudios,"Action,Fighting,Fighting,3D,2D",No info,51,217
Total War: Three Kingdoms,PC,"May 23, 2019",85,7.8,CreativeAssembly,"Strategy,Real-Time,General",Online Multiplayer,64,317
The Last Door: Season 2,PC,"March 29, 2016",85,7.3,TheGameKitchen,"Adventure,Point-and-Click",No Online Multiplayer,8,24
F.E.A.R.,Xbox360,"October 31, 2006",85,7.4,Day1Studios,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",16  Online,44,149
Thronebreaker: The Witcher Tales,PC,"November 9, 2018",85,8.0,CDProjektRedStudio,"Role-Playing,Action RPG,Strategy,Turn-Based,Card Battle",Online Multiplayer,51,553
Brothers in Arms: Earned in Blood,Xbox,"October 6, 2005",85,8.6,GearboxSoftware,"Action,Shooter,First-Person,Historic",4  Online,41,26
Far Cry 4,PlayStation4,"November 18, 2014",85,7.7,UbisoftMontreal,"Action,Shooter,First-Person,Modern,Arcade",Up to 10 ,83,2197
Tetris,PSP,"October 1, 2009",85,7.7,EAMobile,"Miscellaneous,Puzzle,Puzzle,Puzzle,Stacking,General",No info,7,24
Final Fantasy XI,PC,"October 28, 2003",85,7.6,SquareEnix,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,25,179
Trine 2,Xbox360,"December 21, 2011",85,7.2,"Frozenbyte,Inc.","Action,Platformer,Platformer,2D,2D",No info,20,44
Need for Speed Underground,PlayStation2,"November 17, 2003",85,8.6,EABlackBox,"Driving,Racing,GT / Street",1-4 ,33,233
Serious Sam: The Second Encounter,PC,"February 4, 2002",85,8.6,Croteam,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",1-32 ,22,258
The Sims: Hot Date,PC,"November 12, 2001",85,7.7,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player,17,76
American McGee's Alice,PC,"December 6, 2000",85,8.0,RogueEntertainment,"Action Adventure,Horror,Horror,Survival",1 Player,34,200
Turok: Dinosaur Hunter,Nintendo64,"February 28, 1997",85,8.3,IguanaEntertainment,"Action,Shooter,First-Person,Sci-Fi",1 Player,13,81
Castlevania: Order of Ecclesia,DS,"October 21, 2008",85,8.5,Konami,"Action,Role-Playing,Platformer,Platformer,Action RPG,2D,2D",No Online Multiplayer,46,140
Batman: Arkham City - Armored Edition,WiiU,"November 18, 2012",85,8.5,"RocksteadyStudios,WBGamesMontreal","Action Adventure,Fantasy,Fantasy,Open-World",No Online Multiplayer,37,245
Borderlands: The Secret Armory of General Knoxx,PlayStation3,"February 25, 2010",85,7.4,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,13,33
PlayerUnknown's Battlegrounds,XboxOne,"September 4, 2018",85,4.9,"Bluehole,Inc.","Action,Shooter,First-Person,Tactical",Up to more than 64 ,9,151
Chime Sharp,PC,"July 19, 2016",85,4.8,"Twistplay,SteCurran","Puzzle,General",No Online Multiplayer,9,16
Shantae and the Pirate's Curse,WiiU,"December 25, 2014",85,8.7,WayForward,"Action,Platformer,2D",No Online Multiplayer,10,103
Trials Evolution: Gold Edition,PC,"March 21, 2013",85,6.9,RedLynx,"Driving,Racing,Arcade,Motorcycle,Other,Motocross,Motocross",No info,10,130
Prince of Persia,PlayStation3,"December 2, 2008",85,7.4,UbisoftMontreal,"Action Adventure,Fantasy,General,Fantasy",1 Player,59,308
Moss,PlayStation4,"February 27, 2018",85,8.0,Polyarc,"Action Adventure,General",No Online Multiplayer,64,194
Bionic Commando Rearmed,Xbox360,"August 13, 2008",85,8.3,GRIN,"Action,Platformer,Platformer,2D,2D",1-4 ,43,54
Sid Meier's Civilization Revolution,PlayStation3,"July 8, 2008",85,8.0,FiraxisGames,"Strategy,Turn-Based,Historic,General,Historic",Up to 4 ,39,92
ESPN NBA 2K5,Xbox,"September 28, 2004",85,7.8,VisualConcepts,"Sports,Traditional,Basketball,Sim",2  Online,28,25
The Walking Dead: The Telltale Definitive Series,XboxOne,"September 10, 2019",85,7.4,"TelltaleGames,SkyboundGames","Miscellaneous,Compilation",No Online Multiplayer,7,30
Monster Boy and the Cursed Kingdom,XboxOne,"December 4, 2018",85,7.9,FDGEntertainment,"Action Adventure,General",No Online Multiplayer,12,27
"Warhammer 40,000: Dawn of War - Winter Assault",PC,"September 21, 2005",85,8.4,Relic,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",8  Online,33,153
Silent Hill 3,PlayStation2,"August 6, 2003",85,8.6,KCET,"Action Adventure,Horror",1 Player,41,529
Terraria,PlayStationVita,"December 17, 2013",85,8.0,EngineSoftware,"Action,Action Adventure,Platformer,Platformer,Sandbox,2D,2D",Up to 8 ,17,114
Outer Wilds,PC,"May 30, 2019",85,8.0,"MobiusDigital,LLC","Action Adventure,Open-World",No Online Multiplayer,29,378
Trials Rising,XboxOne,"February 26, 2019",85,5.4,RedLynx,"Racing,Arcade,Automobile",Up to 8 ,15,48
Tomb Raider: Definitive Edition,PlayStation4,"January 28, 2014",85,8.1,"CrystalDynamics,NixxesSoftware","Modern,Action Adventure,General,Modern,Linear",Up to 8 ,54,1602
Starcraft Remastered,PC,"August 14, 2017",85,7.9,BlizzardEntertainment,"Strategy,Real-Time,Command",No info,30,202
DmC: Devil May Cry,PlayStation3,"January 15, 2013",85,5.6,NinjaTheory,"Action,General,Action Adventure,Fantasy,General,Fantasy,Linear",No Online Multiplayer,40,1611
NBA 2K18,XboxOne,"September 15, 2017",85,1.6,2KGames,"Sports,Team,Basketball,Sim",Up to 10 ,16,178
Shadow Tactics: Blades of the Shogun,PlayStation4,"August 1, 2017",85,8.2,MimimiProductions,"Strategy,Real-Time,Tactics",No info,16,91
Planescape: Torment - Enhanced Edition,PC,"April 11, 2017",85,7.0,Beamdog,"Role-Playing,Western-Style",No Online Multiplayer,10,110
Super Meat Boy,PlayStation4,"October 6, 2015",85,6.9,TeamMeat,"Action,Platformer,2D",No Online Multiplayer,7,160
Pyre,PlayStation4,"July 25, 2017",85,7.9,SupergiantGames,"Role-Playing,General",No info,48,161
Tony Hawk's Underground 2,PC,"October 4, 2004",85,7.8,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",8  Online,30,55
FIFA 17,PlayStation4,"September 27, 2016",85,4.9,"EASports,EAVancouver","Sports,Team,Soccer,Sim",Up to 22 ,42,880
Outer Wilds,XboxOne,"May 30, 2019",85,7.7,"MobiusDigital,LLC","Action Adventure,Open-World",No Online Multiplayer,17,150
Trine 2,PlayStation3,"December 20, 2011",85,7.2,"Frozenbyte,Inc.","Action,Platformer,Platformer,2D,2D",Up to 3 ,15,79
inFamous,PlayStation3,"May 26, 2009",85,8.3,SuckerPunch,"Action Adventure,Modern,Sci-Fi,Sci-Fi,Open-World",No Online Multiplayer,98,1394
Desperados III,XboxOne,"June 16, 2020",85,7.5,MimimiProductions,"Strategy,Real-Time,Tactics",No Online Multiplayer,13,40
Final Fantasy X / X-2 HD Remaster,Switch,"April 16, 2019",85,7.7,SquareEnix,"Miscellaneous,Compilation",No Online Multiplayer,27,112
"Papers, Please",PC,"August 8, 2013",85,8.5,LucasPope,"Adventure,General,General",No Online Multiplayer,40,1394
DOOM,PC,"May 13, 2016",85,8.5,idSoftware,"Sci-Fi,Action,Shooter,First-Person,Third-Person,Arcade",Up to 12 ,44,3039
DiRT 4,PlayStation4,"June 6, 2017",85,7.4,Codemasters,"Racing,Simulation,Automobile",Up to 8 ,44,166
Space Invaders Extreme,DS,"June 17, 2008",85,7.8,TaitoCorporation,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Vertical",2  Online,41,19
Tiger Woods PGA Tour 12: The Masters,Wii,"March 29, 2011",85,6.4,ElectronicArts,"Sports,Traditional,Individual,Golf,Sim,Sim",No info,14,9
Radiant Historia: Perfect Chronology,3DS,"February 13, 2018",85,8.4,Atlus,"Role-Playing,Japanese-Style",No Online Multiplayer,44,83
Star Wars: The Old Republic,PC,"December 20, 2011",85,6.0,"LucasArts,BioWare","Sci-Fi,Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi",Massively Multiplayer,73,2773
Skate,PlayStation3,"September 24, 2007",85,8.1,EABlackBox,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",Up to 4 ,31,71
Mario + Rabbids: Kingdom Battle,Switch,"August 29, 2017",85,8.4,"Ubisoft,UbisoftParis,UbisoftMilan","Action,General,Strategy,Turn-Based,Tactics",No Online Multiplayer,104,1084
Far Cry 2,Xbox360,"October 21, 2008",85,6.7,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 16 ,75,317
Disgaea 4 Complete+,Switch,"October 29, 2019",85,7.1,NipponIchiSoftware,"Strategy,Turn-Based,Tactics",No Online Multiplayer,9,23
428: Shibuya Scramble,PlayStation4,"September 4, 2018",85,7.7,SpikeChunsoft,"Action Adventure,General",No Online Multiplayer,19,25
Enter The Gungeon,XboxOne,"April 5, 2017",85,7.2,DodgeRoll,"Action,General,Shooter,Shoot-'Em-Up,Top-Down",No info,11,22
Gone Home: Console Edition,PlayStation4,"January 12, 2016",85,4.6,"TheFullbrightCompany,MidnightCity","Adventure,3D,First-Person",No info,11,477
Ratchet & Clank: Size Matters,PSP,"February 13, 2007",85,8.1,HighImpactGames,"Action,Shooter,Platformer,Shooter,Third-Person,3D,Sci-Fi,Sci-Fi,Arcade",Up to 4 ,50,166
FIFA 07 Soccer,Xbox,"October 3, 2006",85,8.1,EASports,"Sports,Traditional,Soccer,Sim",4  Online,23,15
Fight Night 2004,PlayStation2,"April 5, 2004",85,8.7,EASports,"Sports,Traditional,Boxing",1-2 ,43,27
Anarchy Online: Shadowlands,PC,"September 8, 2003",85,8.4,Funcom,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",Massively Multiplayer,15,23
